,0,1,2
0,0.011526,0.11237,-0.00027414
1,0.010945,0.10569,-0.00011742
2,0.010174,0.099114,-5.7718e-05
3,0.0093395,0.092697,-9.8763e-05
4,0.008733,0.086109,-0.00013235
5,0.0082838,0.079727,-0.00027041
6,0.0076885,0.073456,-0.00032265
7,0.0068762,0.067309,-0.00025175
8,0.0062772,0.061169,-0.00010996
9,0.0056707,0.054958,-0.00012861
10,0.0048322,0.049177,-0.00019951
11,0.0042781,0.043292,-0.00019205
12,0.0039187,0.037574,-0.00022936
13,0.0034021,0.032077,-0.0001622
14,0.0027058,0.026423,-0.00013235
15,0.0022865,0.021057,-0.00027041
16,0.0017774,0.01565,-0.00027414
17,0.0011971,0.010213,-8.7569e-05
18,0.00085646,0.0047306,-0.00011742
19,0.00010774,-0.00078502,-0.00019578
20,-0.00043883,-0.0060204,-6.8912e-05
21,-0.00079073,-0.011323,-6.8912e-05
22,-0.001502,-0.016951,-8.3838e-05
23,-0.0019849,-0.022523,-0.00012488
24,-0.0024791,-0.027848,-0.00025548
25,-0.003108,-0.033371,-0.00018085
26,-0.0036134,-0.039092,-0.00014727
27,-0.0041974,-0.044869,-0.0001622
28,-0.0047065,-0.050785,-0.00020324
29,-0.0052194,-0.056812,-0.00029653
30,-0.0059344,-0.062743,-0.00013981
31,-0.006496,-0.068767,-0.00017339
32,-0.007226,-0.075048,-0.00029653
33,-0.008087,-0.081356,-0.00029653
34,-0.00854,-0.087986,-0.00035623
35,-0.0091165,-0.094746,-0.00027414
36,-0.0099438,-0.10166,-0.00023682
37,-0.010666,-0.10877,-0.00013235
38,-0.01134,-0.11587,-0.00019951
39,-0.01213,-0.12339,-0.0003413
40,-0.013062,-0.13075,-0.00013235
41,-0.013777,-0.1379,-0.00023309
42,-0.01441,-0.14531,-0.00031145
43,-0.01529,-0.15245,-0.00017712
44,-0.01608,-0.15938,-0.00012488
45,-0.016724,-0.16642,-4.6524e-05
46,-0.017367,-0.17291,-0.00018085
47,-0.018124,-0.17914,-0.00026294
48,-0.018801,-0.18544,-0.00019205
49,-0.019329,-0.19125,-0.00025548
50,-0.019943,-0.19682,-0.00024802
51,-0.020546,-0.20213,-0.00014354
52,-0.021059,-0.20699,-0.00021817
53,-0.021669,-0.21176,-0.00021071
54,-0.022204,-0.21622,-0.00022563
55,-0.022418,-0.22011,-0.00033384
56,-0.022912,-0.22399,-0.00019205
57,-0.023159,-0.22771,-0.00017339
58,-0.023335,-0.23083,-0.00019578
59,-0.02411,-0.23375,-0.00018085
60,-0.024477,-0.23648,-0.00022563
61,-0.024615,-0.23898,-0.00014354
62,-0.024817,-0.24111,-0.0002219
63,-0.025128,-0.24312,-0.00021444
64,-0.025394,-0.24514,-5.7718e-05
65,-0.025491,-0.24682,-0.00019951
66,-0.025749,-0.2485,-0.00023682
67,-0.025948,-0.25004,-4.2792e-05
68,-0.026064,-0.25141,-5.3986e-05
69,-0.026165,-0.25297,-0.00018832
70,-0.026483,-0.25424,-0.00019951
71,-0.026693,-0.25548,-0.00010996
72,-0.026809,-0.25686,-8.0106e-05
73,-0.027116,-0.25785,-0.00020324
74,-0.027254,-0.25884,-0.00027787
75,-0.027475,-0.25997,-9.8763e-05
76,-0.02767,-0.26096,-0.00014354
77,-0.027741,-0.26185,-0.00043459
78,-0.027887,-0.26304,-0.0003413
79,-0.028074,-0.2642,-0.00012861
80,-0.02834,-0.26517,-5.0255e-05
81,-0.028553,-0.2662,-6.8912e-05
82,-0.028651,-0.26708,-0.00023309
83,-0.02889,-0.26828,-0.00029653
84,-0.029246,-0.26919,-0.00021817
85,-0.029298,-0.26985,-0.00021817
86,-0.029295,-0.27088,-0.00033757
87,-0.02956,-0.27159,-0.00023309
88,-0.029733,-0.27196,-8.7569e-05
89,-0.029714,-0.2722,-0.00024056
90,-0.029849,-0.27245,-0.00015847
91,-0.029968,-0.27239,-6.5181e-05
92,-0.030025,-0.27213,-0.00016966
93,-0.029927,-0.27186,-9.5032e-05
94,-0.029673,-0.27091,-0.00014354
95,-0.029748,-0.27004,-0.00021444
96,-0.029733,-0.26898,-0.00023309
97,-0.029564,-0.26722,-0.0002219
98,-0.029478,-0.26556,-0.0002219
99,-0.02916,-0.26331,-0.0002219
100,-0.028849,-0.26087,-0.00018832
101,-0.028621,-0.25853,-0.00022936
102,-0.028478,-0.25554,-0.00012488
103,-0.028198,-0.25251,-3.9061e-05
104,-0.027737,-0.249,-0.00011742
105,-0.027531,-0.24531,-0.0002219
106,-0.02703,-0.24168,-0.00010996
107,-0.026472,-0.2374,-8.7569e-05
108,-0.02603,-0.23306,-0.00015473
109,-0.025394,-0.22856,-0.00010623
110,-0.025031,-0.22384,-0.0002928
111,-0.024518,-0.21903,-0.00023309
112,-0.023851,-0.21388,-0.00019578
113,-0.023376,-0.20859,-0.0002219
114,-0.022848,-0.20306,-0.00012115
115,-0.022257,-0.19723,-7.6375e-05
116,-0.021601,-0.19124,-2.7867e-05
117,-0.020954,-0.18534,-0.00021071
118,-0.020242,-0.17915,-0.00016593
119,-0.019415,-0.17254,-0.00011742
120,-0.01888,-0.16603,-0.00018459
121,-0.018228,-0.15939,-0.00014727
122,-0.017337,-0.1526,-0.00017712
123,-0.016705,-0.14573,-8.3838e-05
124,-0.015975,-0.13893,-0.00013235
125,-0.01532,-0.1322,-0.00023682
126,-0.014665,-0.12525,-0.00019951
127,-0.01389,-0.11841,-7.6375e-05
128,-0.013178,-0.11153,-7.6375e-05
129,-0.012385,-0.10488,-0.00018085
130,-0.011857,-0.098307,-0.00024802
131,-0.011243,-0.091599,-0.00030772
132,-0.010453,-0.085119,-0.00018085
133,-0.0098765,-0.07864,-0.0002219
134,-0.0091202,-0.072313,-0.00013981
135,-0.0083603,-0.066091,-6.5181e-05
136,-0.0078512,-0.060011,-0.0002928
137,-0.0072821,-0.053954,-0.00020324
138,-0.0067543,-0.047863,-6.1449e-05
139,-0.0061291,-0.042205,-8.7569e-05
140,-0.0055264,-0.036532,-0.00020697
141,-0.0050285,-0.030845,-0.00019205
142,-0.0043209,-0.025407,-0.00011369
143,-0.0038418,-0.019858,-9.8763e-05
144,-0.0033626,-0.014451,-8.3838e-05
145,-0.0027449,-0.0090959,-0.00010996
146,-0.0022807,-0.0036213,1.9846e-06
147,-0.0017154,0.0017374,-0.00011369
148,-0.0012362,0.0072493,-0.00018832
149,-0.00073083,0.012758,-0.00013608
150,-9.4415e-05,0.018146,-0.00019578
151,0.00028743,0.023572,-0.00013608
152,0.000834,0.028991,-0.00016966
153,0.0014442,0.034652,-8.0106e-05
154,0.00171,0.040276,-0.00014354
155,0.0023576,0.045896,-0.00033757
156,0.0031064,0.051647,-0.00013608
157,0.0036492,0.057421,-5.3986e-05
158,0.0042893,0.063613,-0.00015473
159,0.0048883,0.069816,-0.00020324
160,0.0056034,0.076027,-0.00018459
161,0.006221,0.082611,-0.00012488
162,0.00682,0.089315,-0.00021071
163,0.0075837,0.096262,-0.00016593
164,0.00828,0.10334,-2.7867e-05
165,0.0090063,0.11038,-0.00010996
166,0.0098523,0.11772,-0.00024429
167,0.010522,0.12536,-0.00019578
168,0.011185,0.13285,-8.3838e-05
169,0.012211,0.1403,-0.00014727
170,0.012892,0.14764,-0.00018459
171,0.013506,0.15467,-0.00033011
172,0.014333,0.16169,-0.00041593
173,0.014891,0.16847,-0.00012115
174,0.015689,0.17504,-0.00012115
175,0.01637,0.18147,-0.00017712
176,0.017025,0.18745,-0.00020697
177,0.017867,0.19305,-0.0002219
178,0.018212,0.19847,-9.8763e-05
179,0.0188,0.20372,-0.0002928
180,0.019391,0.20864,-0.00018459
181,0.019664,0.2132,-0.00018085
182,0.020349,0.21753,-0.00024429
183,0.020787,0.22154,2.8104e-05
184,0.02099,0.22522,-0.00012861
185,0.021491,0.2287,-0.00018459
186,0.021918,0.23192,-0.00012488
187,0.02218,0.23493,-0.00021444
188,0.022562,0.23744,-0.00019205
189,0.022932,0.23983,-0.00016966
190,0.023093,0.24223,-0.00013608
191,0.023352,0.24423,-0.00014354
192,0.023651,0.2461,-0.00013981
193,0.023891,0.24783,-0.00015473
194,0.024033,0.24964,-0.00010249
195,0.024134,0.25125,-0.00013608
196,0.024366,0.25252,-0.00022936
197,0.02458,0.25393,-0.00018085
198,0.024958,0.25502,-0.00027414
199,0.025036,0.25615,-8.3838e-05
200,0.025018,0.25743,6.1687e-05
201,0.025471,0.2584,-0.0002219
202,0.025549,0.25942,-0.00019951
203,0.025534,0.26057,-9.5032e-05
204,0.025811,0.26167,-0.00013235
205,0.026047,0.2626,-0.00019205
206,0.026212,0.26369,-0.00034504
207,0.026463,0.26466,-0.00022563
208,0.026687,0.26551,-5.7718e-05
209,0.026743,0.26675,-0.00018832
