,0,1,2
0,0.028335,0.27097,-9.8763e-05
1,0.028248,0.26934,-0.00023309
2,0.02796,0.26736,-0.0002219
3,0.027837,0.26529,0.0001102
4,0.027511,0.26299,-9.5032e-05
5,0.027193,0.26026,-0.000151
6,0.027065,0.2573,-0.00027041
7,0.026706,0.25421,-0.00027414
8,0.026257,0.25087,-0.00010623
9,0.0258,0.24733,-0.00018832
10,0.025422,0.2435,-0.00015473
11,0.025123,0.23931,-0.00013608
12,0.02455,0.23485,-8.3838e-05
13,0.024056,0.23041,-0.00022936
14,0.023576,0.22575,-0.00027041
15,0.022899,0.22059,-0.00013235
16,0.022521,0.21548,-0.00025921
17,0.022049,0.20999,-0.00015473
18,0.021207,0.20401,-0.00010996
19,0.020533,0.19821,-0.00019205
20,0.019889,0.19214,-0.00021071
21,0.019215,0.18571,-0.00028906
22,0.018616,0.17924,-0.00015847
23,0.01783,0.17254,-0.00015473
24,0.017074,0.16572,-0.0002816
25,0.016479,0.15882,-0.00022936
26,0.015756,0.1518,-0.00030772
27,0.015004,0.14476,-0.00013981
28,0.014229,0.13761,1.3179e-05
29,0.013502,0.13051,-0.00019205
30,0.012855,0.12353,-0.00013981
31,0.012054,0.11649,-0.00026668
32,0.01135,0.10951,-0.00029653
33,0.010638,0.10249,-0.00010249
34,0.010021,0.095661,-0.00021444
35,0.0094181,0.089002,-0.00017339
36,0.008572,0.082208,-8.0106e-05
37,0.0079656,0.075814,-0.00010996
38,0.0072917,0.069671,-0.00010249
39,0.0065879,0.063273,-0.00019205
40,0.0060264,0.056965,-0.00035623
41,0.0054087,0.050941,-0.00024056
42,0.0047423,0.044973,-0.000151
43,0.004076,0.038998,-0.00027414
44,0.0036267,0.033266,-0.00031518
45,0.0030015,0.02778,-0.00028533
46,0.0025074,0.022302,-0.00022563
47,0.0020619,0.016943,-0.00022936
48,0.0013881,0.011524,-0.00018085
49,0.0010698,0.0059638,-0.00026294
50,0.000396,0.00051168,-0.00026294
51,-0.00023293,-0.0048246,-0.00016966
52,-0.00058483,-0.010191,-0.00021817
53,-0.0012737,-0.015774,-0.00031518
54,-0.0015881,-0.021211,-0.00032638
55,-0.0020935,-0.026693,-0.00021817
56,-0.0028535,-0.032313,-0.00035623
57,-0.0033776,-0.038098,-0.00025175
58,-0.0041038,-0.044051,-0.00013608
59,-0.0046466,-0.049933,-0.00023682
60,-0.0050135,-0.056147,-0.00014727
61,-0.0056836,-0.062343,-0.00032265
62,-0.0065035,-0.068834,-0.00033757
63,-0.00708,-0.075602,-0.00011369
64,-0.0077538,-0.082309,-0.00033011
65,-0.0085774,-0.08929,-0.00028533
66,-0.0091165,-0.096491,-0.00014354
67,-0.0099101,-0.10385,-0.00032265
68,-0.010887,-0.11126,-0.00019578
69,-0.011715,-0.11895,-0.00019951
70,-0.012392,-0.12661,-0.00011742
71,-0.013115,-0.13454,6.5418e-05
72,-0.014137,-0.14248,-0.00014727
73,-0.014825,-0.14985,-0.00017712
74,-0.015484,-0.15745,-7.2643e-05
75,-0.016297,-0.16471,-5.3986e-05
76,-0.017105,-0.17172,-0.00021071
77,-0.018023,-0.17873,-0.00023309
78,-0.01855,-0.18519,-9.13e-05
79,-0.019138,-0.19158,-0.000151
80,-0.019887,-0.19775,-0.00013981
81,-0.020549,-0.20352,-0.00012488
82,-0.021201,-0.20907,-9.8763e-05
83,-0.021744,-0.21433,-0.00010623
84,-0.022212,-0.21917,-9.8763e-05
85,-0.022668,-0.22359,-0.00011369
86,-0.02323,-0.22789,-0.00027041
87,-0.023488,-0.2317,-0.00027041
88,-0.023915,-0.23511,-0.00033757
89,-0.024566,-0.23867,-0.00023682
90,-0.02475,-0.24179,-1.2941e-05
91,-0.025008,-0.24452,-9.8763e-05
92,-0.025319,-0.24712,-9.8763e-05
93,-0.025532,-0.24914,-0.00011742
94,-0.025768,-0.25107,-0.00018085
95,-0.026105,-0.25313,-0.00022563
96,-0.026363,-0.25491,-0.00027041
97,-0.026341,-0.25647,-7.2643e-05
98,-0.026655,-0.25799,-0.00010623
99,-0.026947,-0.25954,-0.00020697
100,-0.027033,-0.26081,-4.6524e-05
101,-0.027322,-0.26192,-0.00021817
102,-0.02746,-0.26304,-0.00034504
103,-0.027602,-0.26423,-0.00013608
104,-0.027861,-0.26551,-8.3838e-05
105,-0.027913,-0.26654,-8.3838e-05
106,-0.028175,-0.26762,-0.00012861
107,-0.028565,-0.26866,-0.00018459
108,-0.028542,-0.26963,-0.00021444
109,-0.028752,-0.27077,-0.00010996
110,-0.028999,-0.27182,-7.6375e-05
111,-0.029081,-0.27273,-0.00032638
112,-0.029354,-0.27352,-0.00018459
113,-0.029407,-0.27452,-6.5181e-05
114,-0.029489,-0.27559,-0.00012861
115,-0.029894,-0.27641,-0.00015847
116,-0.030054,-0.27709,-0.0002219
117,-0.030002,-0.27781,-5.7718e-05
118,-0.03023,-0.27828,-0.00025548
119,-0.030403,-0.27856,-0.00032638
120,-0.030526,-0.27896,-0.00017339
121,-0.030492,-0.27895,-0.00031145
122,-0.030421,-0.27892,-0.00026668
123,-0.030762,-0.27888,-0.00017712
124,-0.030796,-0.27827,-0.00012861
125,-0.030747,-0.27754,-0.00019205
126,-0.030732,-0.27684,-0.00016966
127,-0.0305,-0.27582,1.9846e-06
128,-0.030395,-0.27436,-0.00015847
129,-0.030223,-0.27279,-2.4135e-05
130,-0.030144,-0.2709,9.527e-05
131,-0.029856,-0.26861,-0.00030026
132,-0.029658,-0.26629,-0.00019951
133,-0.029515,-0.26351,-0.00012861
134,-0.028939,-0.26054,-0.00018085
135,-0.028748,-0.25756,-3.1598e-05
136,-0.02831,-0.25393,-0.00024056
137,-0.027835,-0.25034,-0.00015473
138,-0.027546,-0.24642,-0.00013608
139,-0.02697,-0.24201,-0.00027414
140,-0.02673,-0.23779,-0.00016966
141,-0.026068,-0.23316,-0.00017339
142,-0.025495,-0.22846,-0.00020324
143,-0.02515,-0.22349,-0.00026668
144,-0.024551,-0.21807,-0.00014727
145,-0.024009,-0.21266,-6.5181e-05
146,-0.023155,-0.20692,-0.00011369
