,0,1,2
0,-0.02916,-0.26275,-4.6524e-05
1,-0.029017,-0.26073,-0.00013235
2,-0.028572,-0.25812,-0.00025175
3,-0.028359,-0.25522,-0.00013608
4,-0.028055,-0.25237,-0.00027041
5,-0.027531,-0.24909,-5.7718e-05
6,-0.027322,-0.24532,-0.00012861
7,-0.027119,-0.24141,-0.00025921
8,-0.026584,-0.23749,-0.00013235
9,-0.025944,-0.23324,-0.00012488
10,-0.025356,-0.22889,8.0344e-05
11,-0.024907,-0.22421,-0.00010996
12,-0.024596,-0.21928,-0.00012488
13,-0.023848,-0.21424,-3.9061e-05
14,-0.023215,-0.20877,-0.00026294
15,-0.022829,-0.2034,-0.00017339
16,-0.022114,-0.19765,-6.1449e-05
17,-0.021542,-0.19171,-0.00022936
18,-0.020879,-0.186,-0.00026668
19,-0.020239,-0.17964,-0.00012115
20,-0.019636,-0.17318,-0.0003413
21,-0.018816,-0.16693,-0.0003525
22,-0.018303,-0.16047,-0.00017712
23,-0.017648,-0.15373,-9.13e-05
24,-0.016881,-0.14688,-4.2792e-05
25,-0.016297,-0.14008,-0.00023309
26,-0.015443,-0.13325,-0.00014727
27,-0.01462,-0.12642,-0.00013235
28,-0.014002,-0.11941,-7.6375e-05
29,-0.013332,-0.11265,-6.1449e-05
30,-0.012579,-0.10596,-0.0001622
31,-0.011898,-0.099028,-0.00010996
32,-0.011273,-0.092343,-0.00025175
33,-0.010479,-0.085833,-0.00013608
34,-0.0098053,-0.079477,-0.00014727
35,-0.0092588,-0.073004,-0.00033384
36,-0.0084501,-0.066708,-0.00026294
37,-0.0079223,-0.060736,-0.00024056
38,-0.007503,-0.054839,-5.0255e-05
39,-0.0067505,-0.04904,-7.6375e-05
40,-0.0062115,-0.04312,-0.00025175
41,-0.0056986,-0.037496,-0.00018085
42,-0.0050846,-0.031876,-0.00025548
43,-0.0044782,-0.026215,-0.00016593
44,-0.0039915,-0.020718,-4.6524e-05
45,-0.0033963,-0.015224,-0.00022936
46,-0.0028123,-0.0099143,-0.0002219
47,-0.0024491,-0.0044808,-0.00018085
48,-0.0017603,0.0009489,-0.00016593
49,-0.0012624,0.0063525,-0.00018459
50,-0.00076078,0.011808,-0.00023309
51,-0.00021047,0.017257,-0.00033757
52,0.0001901,0.022967,-0.00032638
53,0.000834,0.028759,-4.2792e-05
54,0.0013282,0.034368,-0.00025921
55,0.0020432,0.039988,-0.00034504
56,0.0025074,0.045852,-0.00023682
57,0.0029791,0.051752,-0.00037862
58,0.0038775,0.057664,-0.00024802
59,0.0042856,0.063949,-0.00020697
60,0.0049707,0.070358,-0.00012861
61,0.0056632,0.076632,-9.8763e-05
62,0.0060713,0.083194,-0.00029653
63,0.0069136,0.089954,-0.00024056
64,0.0077409,0.096808,-9.2096e-06
65,0.0083549,0.1039,-9.8763e-05
66,0.0089913,0.11111,-0.00019578
67,0.0098636,0.11833,-0.00011742
68,0.010751,0.12569,-0.00010623
69,0.011571,0.13329,6.915e-05
70,0.012289,0.1407,-9.2096e-06
71,0.012843,0.14791,-0.00012861
72,0.013768,0.15505,-8.3838e-05
73,0.014584,0.16216,-0.00010249
74,0.015075,0.16902,-7.2643e-05
75,0.015857,0.17557,-0.00022563
76,0.016572,0.18215,-0.00024056
77,0.017134,0.18839,-0.00019578
78,0.017909,0.19441,-0.00023682
79,0.018489,0.20023,-0.0003525
80,0.01899,0.20573,-0.00042339
81,0.019623,0.21101,-0.00021444
82,0.020091,0.21576,-0.00017339
83,0.020675,0.22014,-0.00017712
84,0.02099,0.22439,-0.00016593
85,0.021304,0.22828,-9.13e-05
86,0.021847,0.23158,-8.3838e-05
87,0.02212,0.23489,-0.00023682
88,0.022629,0.23798,-0.00013235
89,0.022932,0.24043,-0.00012488
90,0.023075,0.24288,-0.00025548
91,0.023427,0.24496,-0.00032265
92,0.023636,0.24692,-0.00020324
93,0.023891,0.24902,-6.5181e-05
94,0.024052,0.25063,-0.00018832
95,0.024333,0.25212,-0.00019951
96,0.024595,0.25364,-0.00024802
97,0.024684,0.25501,-0.00021444
98,0.024831,0.25639,-0.00021444
99,0.024875,0.2577,-0.00040847
100,0.025212,0.25883,-0.00019205
101,0.025407,0.25995,-8.7569e-05
102,0.025605,0.26103,-0.00011369
103,0.025905,0.26196,-4.6524e-05
104,0.025875,0.26292,-0.00010996
105,0.026276,0.26399,-0.00020324
106,0.026309,0.26486,-0.0003525
107,0.026276,0.26574,-0.00012488
108,0.026642,0.2668,-0.00012488
109,0.026672,0.2677,-0.0002816
110,0.026976,0.2686,-9.8763e-05
111,0.027125,0.26952,-0.00016966
112,0.027159,0.27041,-0.00016966
113,0.027496,0.27137,-0.00013981
114,0.027537,0.27217,-0.00021071
115,0.027578,0.27274,-9.8763e-05
116,0.027915,0.27328,-4.6524e-05
117,0.027945,0.27376,-2.4135e-05
118,0.027904,0.27388,-8.7569e-05
119,0.028166,0.27375,-0.00022936
120,0.028084,0.27346,-0.00018832
121,0.028061,0.27308,-0.00033757
122,0.028196,0.2726,-0.00034877
123,0.028136,0.27156,-0.00014354
124,0.028028,0.27049,-0.00016966
125,0.02778,0.26922,-0.00012115
126,0.027709,0.26738,-0.00019578
127,0.027605,0.2655,-0.00016593
128,0.027286,0.26328,-0.00010249
129,0.027103,0.26085,-0.00031518
130,0.026803,0.25815,-0.00022936
131,0.026448,0.25516,-0.00012861
132,0.026174,0.25221,-0.00016593
133,0.025804,0.24884,-0.00021071
134,0.025482,0.24514,-0.00033757
135,0.025115,0.24131,-0.00019205
136,0.024628,0.23743,-0.00010249
137,0.024104,0.23307,-0.00018085
138,0.023603,0.22849,-0.00014727
139,0.023157,0.22408,-0.00015847
140,0.022622,0.21933,-0.00015473
141,0.02212,0.21426,-5.7718e-05
142,0.021581,0.20894,-6.5181e-05
143,0.020915,0.20358,-0.00022936
144,0.020469,0.19789,-0.00024802
145,0.019896,0.19211,-0.00013235
146,0.019223,0.18627,-8.3838e-05
147,0.018582,0.17998,-9.8763e-05
148,0.017718,0.17366,-0.00013981
149,0.017119,0.16716,-0.00014727
