,0,1,2
0,0.028675,0.28067,-0.00019578
1,0.028773,0.28128,-0.00013235
2,0.029158,0.28169,-0.00014354
3,0.029293,0.28242,-0.00023309
4,0.029375,0.28281,-0.00022563
5,0.029371,0.2826,-1.2941e-05
6,0.029323,0.28233,-3.5329e-05
7,0.029476,0.28211,-6.8912e-05
8,0.029503,0.28123,-0.00012488
9,0.029229,0.2803,-0.00021444
10,0.029139,0.27921,-0.00027787
11,0.029128,0.27765,-0.00030772
12,0.02878,0.27616,-9.13e-05
13,0.028675,0.274,-0.00019205
14,0.02857,0.27168,-0.000151
15,0.028207,0.26901,-0.00010623
16,0.028035,0.26606,-0.00025175
17,0.027784,0.26343,-0.00010623
18,0.027414,0.26003,-0.00025921
19,0.026938,0.25651,-0.00027787
20,0.026515,0.25283,-0.00013235
21,0.026197,0.24878,-0.00022563
22,0.025736,0.24471,-0.00010996
23,0.02516,0.24009,-9.5032e-05
24,0.024606,0.23533,-0.00025548
25,0.024198,0.23062,-0.00020697
26,0.023715,0.22548,-0.00024802
27,0.023127,0.22013,-0.00019951
28,0.022528,0.21482,-0.00011369
29,0.02191,0.20921,-0.00028906
30,0.021349,0.20314,-9.8763e-05
31,0.02063,0.19701,-0.00013235
32,0.019956,0.1909,-0.00028906
33,0.019346,0.1844,-9.8763e-05
34,0.018582,0.17776,-0.00017339
35,0.01792,0.17114,-0.00021817
36,0.017137,0.16422,-0.00020324
37,0.016415,0.1573,-9.13e-05
38,0.01579,0.15022,-8.3838e-05
39,0.015093,0.14309,-0.00024429
40,0.014262,0.13611,-0.00031145
41,0.013413,0.12885,-0.0002816
42,0.012877,0.12174,-2.7867e-05
43,0.012005,0.11463,-9.8763e-05
44,0.011222,0.10749,-0.00020697
45,0.010616,0.10077,-0.00019205
46,0.009901,0.093931,-0.00027787
47,0.0093844,0.087208,-0.0001622
48,0.0084897,0.080631,-0.00014727
49,0.0077634,0.07405,-0.00018832
50,0.0071682,0.067787,-0.00018459
51,0.0064531,0.061576,-0.00012115
52,0.0060488,0.055455,4.303e-05
53,0.0054536,0.049536,-0.00016593
54,0.0047985,0.043535,-0.00031145
55,0.0041546,0.037608,-3.5329e-05
56,0.003608,0.031801,-9.8763e-05
57,0.0030689,0.025975,-0.00016966
58,0.0023277,0.020314,-0.00011742
59,0.0019009,0.01457,-0.0002219
60,0.0014255,0.0088113,-0.00012861
61,0.00081528,0.0032097,-0.00017339
62,0.00019384,-0.0026385,-0.0001622
63,-0.0004276,-0.0082364,-0.00014354
64,-0.00076078,-0.013808,-0.00026294
65,-0.0013073,-0.019664,-0.00014727
66,-0.0018913,-0.025333,-0.00015473
67,-0.0024417,-0.0312,-0.000151
68,-0.003284,-0.037093,-7.6375e-05
69,-0.0036808,-0.043079,-0.00014727
70,-0.004115,-0.049084,-0.00016593
71,-0.0050435,-0.055209,-0.00011742
72,-0.0057136,-0.06167,-0.00018832
73,-0.0064585,-0.067896,-0.0002928
74,-0.0071811,-0.07454,-0.00020697
75,-0.0075816,-0.081252,-0.00020697
76,-0.0082293,-0.087948,-0.00024429
77,-0.0090379,-0.095104,-0.00021817
78,-0.0098016,-0.10218,-0.00026294
79,-0.010606,-0.10942,-0.00010996
80,-0.011303,-0.11694,-7.6375e-05
81,-0.012085,-0.1247,-0.00023682
82,-0.012826,-0.13223,-0.00024056
83,-0.013583,-0.13965,-0.00024802
84,-0.014537,-0.14731,-0.00018832
85,-0.015256,-0.15465,-0.000151
86,-0.015949,-0.16213,-0.00012488
87,-0.016783,-0.16952,-0.00010249
88,-0.0176,-0.17636,-0.00019205
89,-0.018225,-0.1832,-0.00013235
90,-0.018906,-0.18983,-0.00015473
91,-0.019632,-0.19621,-0.00012488
92,-0.020291,-0.20245,2.8104e-05
93,-0.021089,-0.20824,-0.00011369
94,-0.021598,-0.21395,-0.00020697
95,-0.022028,-0.21942,-0.00027041
96,-0.022702,-0.22427,-0.00016593
97,-0.023301,-0.22881,-5.4782e-06
98,-0.023589,-0.23308,-0.00022936
99,-0.023907,-0.23698,-0.00029653
100,-0.024454,-0.24055,-0.00017339
101,-0.024851,-0.2439,-9.5032e-05
102,-0.025184,-0.24674,-0.00011742
103,-0.025615,-0.24939,-0.00015473
104,-0.025925,-0.25207,-0.00021817
105,-0.026068,-0.25411,-0.00020324
106,-0.026333,-0.25603,-0.00015847
107,-0.026479,-0.25807,-0.00023309
108,-0.026603,-0.25979,9.4474e-06
109,-0.027127,-0.26127,-8.7569e-05
110,-0.027243,-0.26271,-0.00031518
111,-0.027176,-0.26406,-5.4782e-06
112,-0.027486,-0.26532,-9.5032e-05
113,-0.027838,-0.26657,-0.00031518
114,-0.027981,-0.26748,-0.0001622
115,-0.027939,-0.26847,-5.7718e-05
116,-0.028291,-0.2697,-0.00010249
117,-0.028546,-0.27075,-0.00024802
118,-0.028606,-0.27162,-0.00027041
119,-0.028916,-0.27248,-0.00021444
120,-0.028958,-0.27352,-0.00027414
121,-0.029032,-0.27453,-0.00027041
122,-0.029377,-0.27534,-0.00020324
123,-0.0295,-0.27626,-0.00012861
124,-0.029744,-0.2774,-0.00012488
125,-0.029953,-0.27841,-0.00016593
126,-0.029886,-0.27941,-0.0002219
127,-0.030335,-0.28045,-0.00031145
128,-0.030492,-0.28111,-0.0002928
129,-0.030504,-0.28186,-0.00022936
130,-0.030942,-0.28258,-8.0106e-05
131,-0.030942,-0.2828,-0.00014727
132,-0.031005,-0.28302,-0.00034504
133,-0.031091,-0.28294,-0.0002219
134,-0.031088,-0.28257,-0.00010249
135,-0.031039,-0.28233,-0.00016593
