,0,1,2
0,-0.029324,-0.26581,-0.00022563
1,-0.029085,-0.26501,-0.00013608
2,-0.029059,-0.26382,-5.7718e-05
3,-0.029006,-0.26238,-6.5181e-05
4,-0.028632,-0.2606,6.1687e-05
5,-0.028632,-0.25867,-0.00012861
6,-0.028471,-0.25634,-0.00019951
7,-0.028239,-0.25356,-0.00020697
8,-0.027988,-0.25091,-0.00022563
9,-0.027471,-0.24802,-9.2096e-06
10,-0.027254,-0.24475,-0.00016966
11,-0.026794,-0.24136,-4.2792e-05
12,-0.026315,-0.23796,9.9001e-05
13,-0.026008,-0.23423,-0.00019951
14,-0.025525,-0.23017,-3.5329e-05
15,-0.025109,-0.22598,-6.8912e-05
16,-0.024705,-0.22163,-6.8912e-05
17,-0.024132,-0.21697,-9.5032e-05
18,-0.023496,-0.21197,-0.00018085
19,-0.02308,-0.20693,0.00013631
20,-0.022552,-0.20169,2.0642e-05
21,-0.021893,-0.19614,-4.2792e-05
22,-0.021294,-0.19049,-4.6524e-05
23,-0.020557,-0.18497,-2.0404e-05
24,-0.01998,-0.17919,0.00013631
25,-0.019554,-0.17293,-6.5181e-05
26,-0.01891,-0.16678,9.4474e-06
27,-0.018243,-0.16043,0.00016617
28,-0.017491,-0.15388,-5.3986e-05
29,-0.016551,-0.14727,-3.9061e-05
30,-0.015889,-0.14038,6.1687e-05
31,-0.015335,-0.13368,1.9846e-06
32,-0.014582,-0.12685,4.303e-05
33,-0.013863,-0.11974,1.9846e-06
34,-0.013145,-0.11299,7.2881e-05
35,-0.012445,-0.10628,1.3179e-05
36,-0.01173,-0.099432,-5.0255e-05
37,-0.010955,-0.092773,0.00015124
38,-0.010389,-0.086267,5.4224e-05
39,-0.0098428,-0.079809,1.691e-05
40,-0.009109,-0.073509,5.0493e-05
41,-0.0083303,-0.067291,-1.2941e-05
42,-0.00778,-0.061076,3.1836e-05
43,-0.0071811,-0.055228,6.1687e-05
44,-0.0065372,-0.04954,8.4075e-05
45,-0.0060355,-0.043703,2.8104e-05
46,-0.0053729,-0.038109,-3.9061e-05
47,-0.0048787,-0.032601,9.1538e-05
48,-0.0043846,-0.02713,0.00015497
49,-0.0037781,-0.02188,4.6761e-05
50,-0.0033214,-0.016603,5.0493e-05
51,-0.0028048,-0.011316,4.303e-05
52,-0.0022844,-0.0060727,0.0001102
53,-0.0018165,-0.00077381,5.0493e-05
54,-0.001371,0.0045214,-0.00011742
55,-0.00090303,0.0097082,-0.00013608
56,-0.00028534,0.015089,2.0642e-05
57,0.00026123,0.020579,0.00026691
58,0.00062061,0.025822,3.9299e-05
59,0.0011559,0.031154,-4.6524e-05
60,0.0018373,0.036782,9.527e-05
61,0.0023614,0.042451,5.7956e-05
62,0.0028069,0.04809,8.4075e-05
63,0.0034583,0.054144,0.00014378
64,0.0041022,0.060183,0.00012139
65,0.00466,0.066072,1.9846e-06
66,0.0052702,0.072552,-9.2096e-06
67,0.0058804,0.07908,-8.0106e-05
68,0.0067302,0.08559,8.0344e-05
69,0.0073816,0.092387,0.00010646
70,0.0079094,0.099114,-0.0001622
71,0.0087929,0.10612,9.4474e-06
72,0.0095978,0.11323,-2.0404e-05
73,0.010219,0.12027,-0.00015847
74,0.010923,0.12735,-0.00010996
75,0.011698,0.13434,-0.00010623
76,0.012361,0.14141,1.3179e-05
77,0.013165,0.14834,5.716e-06
78,0.013997,0.1552,1.3179e-05
79,0.014566,0.16196,0.00011393
80,0.015348,0.16836,-1.7468e-06
81,0.015928,0.17455,-3.9061e-05
82,0.016295,0.18074,3.9299e-05
83,0.017119,0.18676,7.2881e-05
84,0.017703,0.19227,9.1538e-05
85,0.01807,0.19761,-0.00010249
86,0.018785,0.20268,-0.0001622
87,0.019541,0.20756,5.0493e-05
88,0.020084,0.21223,0.00028557
89,0.020465,0.2163,0.00034154
90,0.020963,0.2201,0.00018855
91,0.02127,0.22387,0.00030423
92,0.0216,0.22746,0.0002893
93,0.022045,0.23051,0.00027811
94,0.022281,0.23331,0.00038259
95,0.022809,0.23594,5.0493e-05
96,0.02312,0.23828,9.1538e-05
97,0.023198,0.24073,0.00025572
98,0.023415,0.24279,0.00027065
99,0.023681,0.24461,0.00049826
100,0.023962,0.24651,0.00033781
101,0.024022,0.24801,0.00011766
102,0.024321,0.24958,0.0001587
103,0.024602,0.25091,0.00018482
104,0.024752,0.25208,0.00019229
105,0.02504,0.25357,0.00034154
106,0.025149,0.25449,0.00036766
107,0.025186,0.25548,3.9299e-05
108,0.025444,0.25643,5.0493e-05
109,0.025647,0.2571,0.00020348
110,0.025613,0.25806,0.0001699
111,0.025808,0.25885,0.00016617
112,0.025961,0.25985,0.00022587
113,0.026201,0.26082,0.00013631
114,0.026459,0.26179,0.00013258
115,0.02644,0.26286,0.00032288
116,0.026665,0.26366,0.00014005
117,0.026811,0.26458,7.6613e-05
118,0.026919,0.26557,9.4474e-06
119,0.026987,0.2663,2.0642e-05
120,0.02717,0.26683,3.9299e-05
121,0.027342,0.26733,-0.00012115
122,0.027204,0.26757,2.4373e-05
123,0.027518,0.2677,-0.00014354
124,0.027593,0.26775,-2.0404e-05
125,0.027429,0.26773,0.00018482
126,0.027672,0.26766,-6.8912e-05
127,0.027646,0.26718,8.7807e-05
128,0.027511,0.26646,0.00012512
129,0.027578,0.2655,3.5567e-05
130,0.027545,0.26452,0.0001699
131,0.027447,0.26313,6.915e-05
132,0.027238,0.26132,-0.00010996
133,0.027035,0.25931,-2.0404e-05
134,0.026751,0.2568,5.716e-06
135,0.026309,0.25444,-5.0255e-05
136,0.026178,0.25173,-5.4782e-06
137,0.025845,0.24853,5.716e-06
138,0.025478,0.24539,4.303e-05
139,0.025115,0.24204,-2.4135e-05
140,0.024673,0.23843,-5.3986e-05
141,0.024524,0.23465,-3.1598e-05
142,0.02394,0.23076,-0.00015473
143,0.023412,0.22646,-0.00017339
144,0.023015,0.22197,-2.0404e-05
145,0.022506,0.21729,-0.00014727
146,0.022064,0.21238,-0.00032265
147,0.021323,0.20753,-5.0255e-05
148,0.020769,0.20218,-5.0255e-05
149,0.020226,0.19665,-0.00029653
150,0.019627,0.19117,-0.00025921
151,0.01914,0.18541,-0.00010249
152,0.018309,0.17951,-0.00023309
153,0.017703,0.17359,-0.00028533
154,0.01722,0.16755,-7.6375e-05
155,0.016501,0.16122,-0.00028533
156,0.015909,0.15462,-0.0001622
157,0.015067,0.14794,6.915e-05
158,0.014371,0.14118,-0.00016966
159,0.013663,0.13424,-9.8763e-05
160,0.012757,0.12741,-5.0255e-05
161,0.012237,0.12047,-0.00021444
162,0.01147,0.11355,-0.00025175
163,0.01068,0.10672,-0.00012861
164,0.010118,0.099842,3.1836e-05
165,0.0094106,0.093235,-8.3838e-05
166,0.0086432,0.08664,-0.00024056
167,0.008018,0.08028,-0.00015847
168,0.0075949,0.07399,-0.00010996
169,0.0069061,0.067825,-0.00025175
170,0.0060676,0.061804,-0.00024802
171,0.0055023,0.055717,-2.7867e-05
172,0.0049969,0.049966,-5.0255e-05
173,0.0042744,0.044286,-0.00022563
174,0.0037615,0.038718,-0.0003525
175,0.0032823,0.033112,-0.00016593
176,0.0026646,0.027615,3.1836e-05
177,0.0023202,0.022234,-0.00024429
178,0.0017811,0.016778,-0.00032265
179,0.0010886,0.011528,-0.00018832
180,0.0006281,0.0062142,-0.00024056
181,0.00016389,0.0010087,-0.00019578
182,-0.00025539,-0.0042678,3.1836e-05
183,-0.00067467,-0.0096303,5.716e-06
184,-0.0014122,-0.015165,-0.00013981
185,-0.0018689,-0.020837,-0.00016966
186,-0.0022919,-0.02602,-0.00026294
187,-0.0029995,-0.031529,-0.000151
188,-0.0035236,-0.037384,-2.0404e-05
189,-0.0041038,-0.043057,-0.00016966
190,-0.0047327,-0.048808,-0.00033757
191,-0.0053055,-0.054765,-0.00013235
192,-0.0057997,-0.061099,9.4474e-06
193,-0.0063912,-0.067347,-0.00019205
194,-0.0071137,-0.073625,-0.00012488
195,-0.0078437,-0.080209,-0.00018459
196,-0.0084501,-0.086853,-0.00030772
197,-0.0091015,-0.093755,-0.00013608
198,-0.0099738,-0.10052,-0.00014354
199,-0.010565,-0.10738,-0.00014354
200,-0.011149,-0.11454,-0.000151
201,-0.011995,-0.1215,-0.00023309
202,-0.012639,-0.12856,-0.00012488
203,-0.013242,-0.13555,-9.5032e-05
204,-0.014223,-0.14251,-0.00024056
205,-0.014971,-0.14945,-0.00027041
206,-0.015563,-0.15614,-0.00010249
207,-0.016439,-0.16288,-8.3838e-05
208,-0.016982,-0.16937,-0.00015473
209,-0.017573,-0.17563,-0.00021444
210,-0.018434,-0.18172,-0.0002816
211,-0.018902,-0.18762,-0.00019951
212,-0.019408,-0.19337,-0.00025175
213,-0.020037,-0.19871,-0.00018085
214,-0.020583,-0.20385,-0.00014354
215,-0.021579,-0.20899,-0.00041593
216,-0.022099,-0.21375,-0.00052787
217,-0.022294,-0.21783,-0.00055399
218,-0.022878,-0.22172,-0.00055399
219,-0.023133,-0.22546,-0.00056892
220,-0.023559,-0.22888,-0.00058011
221,-0.024039,-0.23205,-0.00053907
222,-0.024199,-0.23501,-0.00040101
223,-0.02448,-0.2378,-0.00035996
224,-0.024862,-0.24017,-0.00054653
225,-0.025225,-0.2425,-0.00037489
226,-0.025356,-0.24468,-0.0002928
227,-0.025517,-0.24653,-0.00050922
228,-0.025749,-0.24845,-0.00043832
229,-0.026053,-0.25001,-0.00039354
230,-0.026363,-0.25155,-0.00034504
231,-0.026543,-0.25297,-0.00023309
232,-0.026719,-0.25414,-0.00036742
233,-0.026783,-0.25553,-0.00063608
234,-0.027078,-0.25658,-0.00046817
235,-0.027288,-0.25747,-0.00022563
236,-0.027243,-0.25834,-0.00035996
237,-0.027404,-0.2591,-0.00015473
238,-0.02758,-0.25992,-0.00021817
239,-0.027726,-0.26077,-0.00036369
240,-0.027827,-0.26175,-0.00021071
241,-0.028078,-0.26267,-0.00037489
242,-0.028407,-0.26347,-0.00037862
243,-0.028478,-0.2644,-0.00033757
244,-0.028456,-0.2655,-0.00021444
245,-0.028654,-0.26636,-0.00021071
246,-0.028913,-0.26709,-0.0002928
247,-0.028913,-0.26777,-0.00018832
248,-0.028991,-0.26819,-0.0002219
249,-0.02913,-0.26872,-0.00010996
250,-0.029137,-0.26924,-0.00021444
251,-0.029354,-0.26927,-0.00025548
252,-0.029474,-0.26912,-5.7718e-05
253,-0.029343,-0.26918,-0.00016593
254,-0.029482,-0.26899,-0.00025175
255,-0.029542,-0.26844,-0.00013981
256,-0.029478,-0.26786,-3.5329e-05
257,-0.029515,-0.26683,-0.00020324
258,-0.029399,-0.26553,-0.00018832
259,-0.029178,-0.26425,-0.00011369
260,-0.028973,-0.26239,-0.00021444
261,-0.028845,-0.2602,-0.00014727
262,-0.028557,-0.25784,-0.00016593
263,-0.028355,-0.25519,-0.00020697
264,-0.028175,-0.25239,-0.00024056
265,-0.027745,-0.24914,-0.00030026
266,-0.027408,-0.24592,-0.00015473
267,-0.027,-0.24261,-6.1449e-05
268,-0.02658,-0.23893,-0.0001622
269,-0.026225,-0.23522,-8.0106e-05
270,-0.025671,-0.23116,0.00010273
271,-0.025117,-0.22692,1.9846e-06
272,-0.024776,-0.22244,-0.00014727
273,-0.024304,-0.21766,-0.00017712
274,-0.023747,-0.21275,-0.00014354
275,-0.023177,-0.20773,0.00012512
276,-0.022541,-0.20242,0.0001102
277,-0.021994,-0.19673,-2.4135e-05
278,-0.021366,-0.19114,9.1538e-05
279,-0.020677,-0.18537,-4.2792e-05
280,-0.020119,-0.17949,-5.4782e-06
281,-0.019524,-0.17353,5.716e-06
282,-0.018775,-0.1671,-0.00011742
283,-0.018225,-0.16066,5.4224e-05
284,-0.017603,-0.15419,2.4373e-05
285,-0.016791,-0.14747,5.7956e-05
286,-0.016154,-0.14068,0.00014005
287,-0.015432,-0.1338,-5.0255e-05
