,IHmean,IHstd,ILmean,ILstd,Accmean,Accstd
0,-0.0002211375604999999,0.02063812571656535,0.0060469798399999984,0.19886291576126414,-0.0001810219133,8.625040036524936e-05
1,-0.0003833425515499997,0.019757525215850415,0.005036890505000001,0.19030903365084323,-0.00012404906409999998,0.00018470952052991536
2,-0.0002615874850500002,0.02080961162828578,0.005893030225000001,0.20033551499512217,-0.0001772420022,8.525387586112427e-05
3,-0.0008041507539999999,0.02024750541417715,0.0007694651520000022,0.1945074209945396,-8.3479379e-05,0.00018379835224838654
4,-0.0004347171651500003,0.0197809428268938,0.004017029289999998,0.19102270372382188,-5.43781672e-05,0.0001837959194717921
5,-0.0006092508859350004,0.020598651068307883,0.0020489332199999993,0.1977576216397897,-6.19603956e-05,0.00018704707358001868
6,-0.0003581258234999998,0.019506656639744463,0.005055781475000002,0.18900337668895056,-0.00017728305729999998,8.676550813043247e-05
7,-0.0003764741217500004,0.02022733732273941,0.005052945062999998,0.19526766667949907,-0.0001825853576,8.914466128239031e-05
8,-0.00028615591199999984,0.019732070204505712,0.005655536330000001,0.1903610526609698,-6.25480808e-05,0.0001859382891322697
9,-0.0011444092076500004,0.020556299209792676,-0.0025663966049999996,0.1984084521100681,-0.0001704415271,8.625444235781977e-05
10,-0.0015689236085,0.0207038138005845,-0.006843352334999997,0.19971995694550373,-0.00017235018249999996,8.658414254590593e-05
11,-0.0009418674125000001,0.019860971755703397,-0.0004731678970000015,0.1917107541009455,-8.81791095e-05,0.00018891198410027484
12,-0.0013919514375,0.020433339762074513,-0.004616118559999998,0.19621497746784955,-6.297540530000001e-05,0.00018846739368196642
13,-0.00033436110985,0.01970223568896629,0.005093710874999998,0.19047115364173792,-0.0001434615448,0.00018832607261773097
14,-0.0010400422765000001,0.020452825990684913,-0.0017746581649999982,0.19746503631939405,-0.00016443024610000002,8.83321276872331e-05
15,-0.0004907356740000005,0.019732567175741397,0.004005709064999995,0.19013929153399592,-0.00013720404429999998,0.00018460229652404107
16,-0.0002836673904849998,0.01932777141033757,0.0057078126415,0.18699730968656453,-0.00014216865350000002,0.00018964250998709288
17,-0.0005321689564999993,0.01992257979398316,0.0036970422350000006,0.19185711365553043,-0.0001464690661,0.00018717349601205001
18,-0.0007719386449999997,0.019926339379552613,0.0013499020899999969,0.19235595753559864,-7.18672069e-05,0.00018636976244145253
